accession_id,6dc4e6bf-a8f6-4280-af19-5ed501969f01,86e3408b-76a3-4834-b85e-4d2a07677304,a44df6fa-36a7-4500-90fd-d62baf48ef52,3abbb570-87ad-44c5-b66d-141f63b0ca8b,a4fc56a4-2493-451a-9b30-5aa38258bcce,be8e6554-07ae-4ec2-8be0-8598556467c9,d68e848a-5464-4471-88bd-3faf7e088d91,f3a7612e-35c3-43be-8f96-795874f8225c,0d003664-43ff-4eb5-b6c0-28ba7f26ee64,0f40e7fd-789f-49f7-a797-76bbe3c84f47,e83d4619-5e2b-4da7-8c05-93611ea76c85,f424bcaa-7212-4abc-8110-cff56b85c85a,86b5eaae-717c-4806-be60-7ffcab935908,265fa10b-9393-4c95-99a0-df47069deaac,ff79f645-81f1-4a3b-ae72-adc169f30143,ed76d786-d744-4067-b288-5fe2dc06a310,52fed7ff-b663-4fc1-a294-57776659175a,8f6d8863-21b1-4469-b233-21bb7c9b954c,41cd380c-ab97-451e-80b7-3d9653a1e909,e351b00e-5462-4be5-a57c-162a9b7b996e,ddde9a13-c70c-464c-8066-65a88ab92dc7,e4b1e8c9-5921-436d-8f6a-9af5b5baea8e,8ecef704-ed0f-4700-a34e-46a174033332,02fc7dd7-7e17-4930-8424-52173c33b29b,e896f815-d8df-42cc-bdf6-04deb50f6c1a,37fb952c-2a89-4903-98b9-6f6d36743218,85236a1e-2adb-459b-b868-b9486d9a285e,557f6cb1-95e3-4c8c-b253-538a415b0d07,d0982681-8799-412d-a868-81078e4a6560,0f7a5400-3b1d-42d3-b47a-2979084bf616,7e975ee3-173d-4315-aacf-c201122d9868,81ec1c9c-36c0-48e8-929a-8273d1d3febe,eaf6af76-2b28-4128-9371-a3d928d72370,8334ded1-3815-4766-8861-6fa8313fab6b,7f06d0ce-d5ac-4a70-97ea-0ebb8e8b0f67,a4c3a7ab-2ddd-415d-a222-fd3dd1c01231,aef6b437-1da5-4f69-970b-977cdc9cd5c5,3be37b85-90eb-4f47-909a-8be730172d92,0895e2a3-5571-4ee2-b715-a424d0c9fec4,475e779f-c6b7-4f7c-9616-f2c47b9b97a5,f1d9de11-d45a-4443-ac6a-1f58888b6fcc,f4987886-cc3e-4423-84ae-84911abcd473,d7438c8a-6e39-4139-92e7-2aa05bae5d40,91b36078-362b-4909-ac90-1b2d1ea4a545,415d3af2-fc41-43d5-b185-6a09946b9e84,a00a04b4-8de5-4f18-9dc2-531e21aa5167,dc300e50-f729-4d0e-8a33-606e95d91c95,585f73db-7dc1-49d8-a601-f8d33b318a95,646eb67c-2e86-4f89-867f-78c31eff5fe0,b70a538a-a0d7-4a0f-ab48-fd7b4457bfd3,aafbf8fb-290d-408e-b104-241b7d492895,3d4b6861-2763-451d-ae0a-6a5adfc591ec,8ec31b5f-bb8d-4c61-aac5-3204b66e81e2,a576843f-a9f7-47cf-a52f-7f01066fa160,54fb48bb-ab47-4870-beb0-5713d15d8b58,ba7c9ae6-bb71-4bb4-8f3d-f2041f62896f
MIMAT0005881,0.0,0.937326,2.046147,1.11466,0.834822,2.117852,1.246882,0.0,0.0,0.847984,0.623254,0.642928,0.642016,0.0,0.0,0.728612,1.303625,1.021181,0.0,0.997446,3.3514749999999998,0.895176,0.0,0.0,0.8589530000000001,0.699913,0.874543,0.0,0.31406,0.384057,2.480088,0.0,0.0,1.268059,3.292374,0.0,0.938906,0.537203,0.370217,0.0,10.931159,1.225274,0.0,0.332993,0.746861,2.869624,0.331533,0.632845,2.669056,0.818699,1.056289,0.805104,0.0,0.146079,0.0,1.980844
MIMAT0005882,0.0,0.0,0.0,0.0,0.417411,0.0,0.0,0.0,1.230827,0.0,0.0,0.0,0.0,0.0,0.542901,0.728612,0.0,0.510591,0.0,0.332482,0.0,0.298392,0.0,0.0,0.286318,0.0,0.0,0.3822,0.31406,0.384057,3.10011,1.9929270000000001,0.0,0.0,0.0,0.306071,0.0,1.61161,0.0,0.0,1.286019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.456097,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0005883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.434542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.268059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632845,0.0,0.0,0.0,0.402552,0.0,1.314709,0.0,0.0
MIMAT0005884,0.0,0.0,0.0,0.55733,0.417411,0.529463,0.0,0.0,0.0,0.0,0.623254,0.642928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384057,0.0,0.0,0.879253,1.268059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628708,0.438237,0.0,0.0
MIMAT0005885,0.748733,0.312442,0.0,1.11466,0.0,0.529463,0.0,0.0,0.0,0.847984,0.0,0.642928,0.0,0.0,0.0,5.1002849999999995,2.172708,0.510591,0.0,0.997446,0.0,0.0,0.825856,1.475797,24.050677,2.799652,6.996346,0.3822,1.884362,0.768114,0.620022,0.0,0.0,2.536118,1.097458,0.918213,1.877812,1.074406,0.740434,0.0,0.643009,0.612637,0.86298,0.332993,0.0,0.0,0.9945999999999999,7.594138999999999,0.889685,0.818699,0.528144,0.402552,0.628708,0.438237,0.540501,0.495211
MIMAT0005889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.642928,0.0,0.48132,0.0,0.0,0.434542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286318,0.699913,0.0,0.0,0.0,0.0,1.240044,0.0,0.0,0.0,0.0,0.0,0.0,0.537203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.818699,0.0,0.0,0.0,0.0,0.180167,0.495211
MIMAT0005891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.623254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0005892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.695968,0.623254,0.642928,0.0,0.0,0.0,0.0,0.0,1.531772,0.0,0.332482,0.0,0.298392,0.0,0.737898,0.0,0.0,0.0,0.0,0.628121,0.0,0.0,0.0,0.0,1.268059,0.0,0.306071,0.0,0.0,0.370217,0.0,0.0,0.612637,0.0,0.665986,0.0,0.0,0.0,0.632845,0.889685,0.0,0.528144,0.0,0.314354,0.7303949999999999,0.0,0.495211
MIMAT0005893,0.0,0.0,0.682049,0.0,0.0,0.529463,0.0,0.0,0.0,0.0,0.0,0.0,0.963023,0.48132,0.0,1.457224,0.0,0.0,0.0,1.329928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.537203,0.370217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0005894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298392,0.0,0.0,0.286318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0005895,0.0,0.0,0.682049,0.0,0.0,0.0,0.0,0.0,0.0,0.847984,1.246508,0.642928,0.321008,0.0,0.0,0.0,0.0,0.0,0.0,0.332482,0.670295,1.49196,0.0,0.0,0.0,0.699913,0.0,0.0,0.0,2.304342,0.0,0.0,0.0,0.0,2.194916,0.0,0.0,0.0,0.740433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.207655,0.0,0.0,0.720668,0.0
MIMAT0005897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.230827,0.847984,0.0,0.0,0.0,0.0,0.0,0.728612,0.0,0.0,0.0,0.0,0.670295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306071,0.0,0.537203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632845,0.0,0.0,0.0,0.0,0.0,0.146079,0.0,0.0
MIMAT0005898,0.0,0.0,0.0,0.0,0.0,0.529463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.331533,0.0,0.889685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0005899,0.748733,2.811982,0.0,0.55733,0.834822,18.531206,3.117207,1.615193,2.461654,10.175804,0.0,3.8575680000000006,5.457129999999999,1.925279,2.171604,2.1858370000000003,9.99446,8.169451,0.704648,1.994891,1.34059,3.282312,6.606847,0.0,6.012671,1.399826,2.62363,0.3822,8.479633,0.0,1.240044,5.314471,0.879253,2.536118,1.646186,3.060712,0.0,1.074406,58.86445,0.0,1.286018,0.0,3.451918,0.332993,0.0,0.0,3.9783999999999997,0.632845,12.455593,1.637398,3.697011,0.0,8.1732,4.8206,3.963674,4.95211
MIMAT0005900,0.0,0.624884,2.728196,0.55733,0.417411,2.647315,1.246882,3.230386,0.0,0.847984,0.0,0.0,0.642016,0.0,1.085802,0.0,0.869084,0.0,0.0,0.332482,4.6920660000000005,0.298392,3.303424,0.737898,0.0,0.0,0.874543,0.0,0.94218,1.536228,1.240044,0.0,0.0,2.536118,1.097458,0.0,0.0,0.0,0.0,0.0,0.643009,2.450548,4.314899,0.0,1.493722,0.0,0.994599,0.632845,1.77937,0.818699,0.0,0.402552,5.029663,0.292158,0.360334,2.971266
MIMAT0005901,0.0,1.5622099999999999,1.364098,2.22932,1.252233,0.529463,1.246882,1.615193,0.0,0.0,2.493016,6.42928,2.247054,2.887919,2.171604,2.914448,1.738167,2.042363,0.704648,1.66241,0.0,1.49196,1.651712,0.0,1.431588,2.799652,0.0,2.2932,1.256242,0.768114,1.240044,1.9929270000000001,1.758506,1.268059,0.0,1.530355,3.755625,3.760422,1.480867,0.0,5.144075,3.675824,4.3148990000000005,0.665986,2.987443,0.956541,0.663066,1.8985349999999999,5.3381099999999995,2.456097,1.5844319999999998,2.01276,1.8861240000000001,1.460788,1.441336,2.476055
MIMAT0005902,0.0,0.624885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.543951,1.246508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.664309,0.0,0.0,0.0,0.0,1.877812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528144,0.402552,0.0,0.0,0.540501,0.0
MIMAT0005903,0.0,0.0,0.0,0.0,0.0,0.0,0.623441,0.0,0.0,0.847984,0.0,5.143424,0.0,0.0,0.0,2.1858370000000003,0.0,0.0,0.0,0.997446,23.460331999999998,0.298392,0.825856,0.0,0.572635,0.699913,1.749086,0.0,0.628121,0.384057,0.0,0.0,0.0,0.0,0.0,0.0,0.938906,1.61161,1.480866,0.0,0.643009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.528144,0.402552,0.0,0.0,0.0,0.0
MIMAT0005905,0.748733,1.5622099999999999,0.682049,1.11466,0.0,0.529463,0.0,0.0,0.0,2.543951,1.246508,1.285856,0.321008,0.48132,0.542901,0.728612,0.434542,0.510591,0.704648,0.332482,0.670295,1.49196,2.477568,1.475796,0.572636,0.699913,0.874543,0.3822,1.5703010000000002,2.304342,1.240044,0.664309,0.879253,1.268059,1.646187,1.530355,2.816718,3.223219,2.2213000000000003,1.968226,2.572036,0.612637,2.588939,0.0,1.493722,5.739246,0.0,6.961295,0.889685,0.0,1.056288,0.805103,0.9430620000000001,1.606867,0.180167,1.485633
MIMAT0005906,2.2462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.847984,0.623254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286318,0.0,0.0,0.0,0.0,0.384057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146079,0.0,0.0
MIMAT0005907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.612142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0005908,0.0,0.937327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314354,0.0,0.0,0.495211
MIMAT0005909,0.0,0.624884,0.682049,0.55733,0.834822,4.235704,0.623441,0.0,0.0,0.0,0.0,0.0,0.0,3.850559,1.085802,3.6430610000000003,3.041793,0.0,0.0,2.327374,6.032656,1.49196,5.780992,0.737898,0.572636,1.399826,0.0,0.0,1.2562410000000002,1.152171,1.240044,3.9858540000000002,0.0,2.536118,0.0,1.530355,0.0,1.074406,1.110651,1.968226,0.0,0.612637,1.72596,0.0,0.746861,0.0,0.0,0.0,0.889685,0.0,1.056288,0.805104,0.9430620000000001,0.438237,0.0,2.476055
MIMAT0005914,1.497467,0.0,0.0,0.55733,0.0,2.117852,0.0,4.845579000000001,2.461654,0.847984,0.623254,0.0,0.321008,1.925279,2.171604,0.0,2.172708,0.510591,0.0,3.989784,0.0,0.0,2.477568,2.2136940000000003,0.0,1.399826,0.874543,2.6754000000000002,0.94218,0.768114,0.0,0.0,0.879253,0.0,0.0,1.224284,0.938906,3.223219,1.480867,0.0,2.5720370000000004,0.0,0.86298,0.0,0.0,0.956541,0.994599,0.632845,0.0,1.637398,0.0,1.207656,2.514832,0.438237,0.720668,0.495211
MIMAT0005916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.542901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.874543,0.0,0.0,0.0,0.0,0.664309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.746861,0.0,0.0,0.0,0.0,0.0,0.0,0.402552,0.314354,0.0,0.0,0.0
MIMAT0005919,0.0,2.499539,0.682049,1.11466,0.417411,2.117852,1.246882,0.0,1.230827,0.0,1.246508,0.0,0.642016,1.443959,1.085802,0.728612,0.434542,0.0,0.0,0.332482,0.670295,1.193568,0.825856,0.0,0.572635,0.699913,0.0,1.1465999999999998,1.2562410000000002,1.920285,1.240044,0.0,0.0,2.536118,0.0,2.142498,2.816719,2.148812,0.0,1.968227,0.643009,1.8379119999999998,0.0,0.332993,2.240582,1.913083,1.326133,1.26569,0.0,0.0,0.0,0.0,0.314354,0.7303949999999999,0.180167,1.485633
MIMAT0005920,17.220867,15.309681,10.912778999999999,43.471742,9.183042,22.237447,20.573566,12.921545000000002,14.769922,13.567739,49.860328,30.860545000000002,28.890685,13.958272000000001,42.346287000000004,37.159227,20.42346,34.720167000000004,12.683667,25.268620000000002,27.482103000000002,20.589049,190.772712,15.495868,15.747467,22.397216,40.228991,14.523601000000001,5.024966,46.086843,110.98393800000001,38.529911999999996,13.188794999999999,10.144471,13.718219,14.997487,10.327969,32.769394,76.63485,2.95234,17.361255,15.928569999999999,30.204285000000002,21.977524,7.4686069999999996,6.69579,12.59827,25.313796,33.808039,28.654467,5.8095870000000005,15.296966,48.410485,24.541237000000002,13.152194,23.274918999999997
MIMAT0005923,2.2462,0.312442,10.912778999999999,1.11466,0.417411,10.58926,6.857854,3.230386,0.0,0.847984,0.0,0.0,5.778137,53.426491,0.0,17.486696,4.779959,1.021182,0.0,0.664964,8.043541999999999,54.60574,186.643433,0.737898,2113.882825,2.099739,73.461634,32.104802,6.90933,6.913026,0.620022,0.0,0.0,0.0,539.400371,0.0,331.433926,510.343042,21.102351,0.0,0.0,3.063186,97.51669,0.665986,0.0,43.044365,0.0,54.424662,83.630414,135.085349,54.927004,1.207655,22.947827,1.168631,0.0,0.0
MIMAT0005924,16.472133,4.061751,1.364098,5.015969999999999,1.669644,0.529463,2.4937650000000002,29.073476000000003,7.384961,11.023788,1.246508,1.285856,7.3831750000000005,2.4065980000000002,4.8861099999999995,1.457225,2.1727090000000002,3.574135,4.227888,0.664964,2.010885,4.47588,1.651712,0.737898,0.858954,17.497825,26.236296999999997,5.3508,10.049935,4.992741,0.0,1.9929270000000001,0.879253,0.0,8.779661,0.306071,1.877813,12.355673,0.370217,0.0,1.286018,0.612637,0.86298,0.332993,23.152679,0.956541,0.9945999999999999,2.53138,1.779371,1.637398,4.225154,8.856136,1.5717690000000002,1.022552,1.081002,1.980844
MIMAT0005929,0.0,0.0,5.456389,0.55733,0.0,0.0,0.0,1.615193,0.0,0.0,0.623254,0.0,0.0,3.369238,0.0,0.728612,0.0,0.510591,0.704648,0.0,2.681181,0.0,1.651712,0.0,0.572635,1.399826,0.0,0.0,0.0,0.0,0.620022,0.0,0.0,0.0,0.0,0.0,0.938906,0.0,0.370217,0.0,0.0,0.612637,0.0,0.0,0.0,1.913083,0.0,0.0,0.0,0.0,0.0,0.0,0.314354,0.146079,0.540501,0.990422
MIMAT0005930,0.0,0.312442,0.0,0.0,0.0,0.529463,0.0,0.0,0.0,0.0,1.246508,0.0,0.321008,0.0,0.542901,1.457225,0.0,0.0,0.0,0.0,0.0,0.596784,0.0,0.0,0.0,0.699913,0.0,0.3822,0.0,0.768114,3.10011,0.0,0.879253,0.0,0.0,0.612142,0.0,0.0,0.0,0.984113,0.643009,0.0,0.0,0.998979,0.746861,0.0,0.0,0.632845,0.889685,0.818699,0.0,0.0,0.628708,1.0225529999999998,0.0,0.0
MIMAT0005933,2.994933,1.874653,0.0,0.0,0.0,3.176778,4.364089,0.0,0.0,9.327821,1.869762,0.642928,1.605038,1.4439600000000001,1.6287029999999998,2.1858370000000003,2.1727090000000002,2.042363,1.409296,2.659855,0.0,1.193568,1.651712,5.903187,2.2905420000000003,0.699913,9.619976,2.6754,2.512483,1.152171,4.340154,1.328618,1.758506,2.536118,1.097458,1.836426,0.0,3.223218,0.740433,0.0,0.0,1.8379119999999998,0.86298,1.664964,1.493722,0.956541,0.331533,1.26569,4.4484259999999995,0.818699,2.6407220000000002,1.610207,1.257416,0.438237,0.720668,1.485633
MIMAT0005936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286318,0.0,0.0,0.0,0.0,0.0,0.620022,0.0,0.0,0.0,0.0,0.612142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332993,0.746861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314354,0.146079,0.0,0.0
MIMAT0005941,1.497466,0.0,1.364097,0.0,0.417411,1.058926,1.246882,0.0,1.230827,1.695968,0.623254,0.0,0.321008,0.96264,0.542901,0.728612,0.434542,0.510591,0.704648,0.0,0.670295,0.298392,0.0,0.0,0.286318,0.0,0.874543,0.3822,0.0,1.152171,0.0,0.664309,0.879253,0.0,0.0,0.306071,1.877813,0.0,0.370217,0.0,0.643009,0.612637,0.86298,0.0,2.987444,0.956541,0.0,1.26569,0.889685,0.818699,0.528144,0.0,0.0,0.0,0.540501,0.0
MIMAT0005942,0.0,0.624885,0.682049,0.0,0.417411,0.0,0.0,0.0,0.0,0.0,0.0,0.642928,0.321008,0.962639,1.085802,0.728612,0.0,0.0,0.0,0.0,3.351476,1.193568,0.0,0.0,0.286318,0.0,0.0,0.0,1.256242,0.768114,0.0,0.0,0.0,2.536118,0.548729,0.0,0.0,0.0,1.480867,0.984113,3.858057,0.0,0.0,0.0,0.746861,0.956541,0.663067,0.632845,0.0,0.0,1.056288,0.402552,1.5717690000000002,0.0,0.540501,0.495211
MIMAT0005943,0.748733,0.937326,0.0,0.55733,0.834822,2.117852,1.246882,0.0,0.0,2.543952,0.623254,0.0,0.321008,0.0,0.0,1.457225,0.0,1.021182,0.0,0.332482,0.670295,0.298392,0.0,0.0,0.0,0.0,0.874543,0.0,0.31406,0.384057,2.480088,0.664309,0.0,1.268059,0.548729,0.306071,0.938906,0.0,0.740433,0.0,0.0,0.0,0.0,0.332993,1.493722,0.956541,0.0,0.0,1.77937,1.637398,0.0,2.01276,0.314354,0.438237,0.360334,0.0
MIMAT0005944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.268059,0.0,0.612142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0005948,4.4924,3.436866,4.774341,7.245290000000001,2.921877,3.7062410000000003,3.740648,8.075965,0.0,5.935886,2.493016,6.42928,3.531084,4.331878,8.686418,8.743347,6.952668,5.616497,2.818592,2.992337,16.087084,4.47588,6.606847,0.0,4.581083,4.899391,8.745433,4.9686,3.454664,11.52171,11.160395999999999,4.650162,5.275518,8.876411000000001,10.974577,4.591066,7.511251,9.669656999999999,0.740434,3.936454,10.93116,3.063185,2.588939,2.996935,7.468606,11.478496,1.6576650000000002,8.859829000000001,4.4484259999999995,6.549592,5.2814440000000005,2.817862,3.143539,0.876473,7.2066799999999995,3.466477
MIMAT0005949,17.9696,10.623042,17.733268,24.522521,17.113853,29.649929,26.807979,25.84309,7.3849610000000006,105.14997699999999,16.82786,183.877421,27.285648000000002,19.252791000000002,12.486727,30.601717,30.417922,24.508352,23.958036,24.603658,32.844463000000005,13.129249000000002,39.641085000000004,11.068477,17.751692,43.394605999999996,75.210722,22.932001,15.388961,49.543355,50.221782,9.964633,60.66846,26.629234,57.616521,19.588553,46.945316,150.416895,7.774551000000001,21.650495,46.296683,19.604394,45.737916999999996,14.318691000000001,34.355588000000004,35.392032,7.625267,36.705005,41.815205999999996,34.385361,39.610821,49.513858,14.460275,17.821612,26.304385,23.770131
MIMAT0005950,0.0,1.2497690000000001,2.728195,1.67199,0.834822,0.529463,2.493764,0.0,3.692481,0.847984,3.739524,3.21464,1.60504,0.96264,2.714505,2.185836,0.869083,1.531773,0.704648,4.322265,0.0,2.6855279999999997,4.955136,4.427389,2.576858,2.799652,0.874543,0.7644,1.8843610000000002,3.84057,0.620022,2.657235,2.637759,1.268059,0.0,2.754639,3.755625,2.148812,2.591517,0.0,7.716113,0.0,1.72596,0.998978,0.746861,2.869623,0.331533,5.06276,2.6690549999999997,0.0,2.112576,3.6229649999999998,1.886123,3.213733,3.6033399999999998,1.980844
MIMAT0005951,239.594666,966.697061,907.806798,363.379181,725.877814,226.080712,1925.810471,825.363701,268.320242,1601.8411429999999,2096.003569,2099.160078,1515.1558949999999,1043.9825150000001,1407.199736,814.588565,1766.412096,981.865863,331.184625,1156.371866,1622.7846710000001,1158.954624,880.362386,1247.786303,1109.480694,771.304126,610.431203,1011.683473,1177.726826,1636.8510390000001,1291.5058230000002,819.092768,1865.774986,579.502845,703.470272,1098.183341,631.883943,1477.308803,2050.630094,347.39205,1004.380822,809.293952,234.73044,678.639313,873.080011,1147.849737,187.979457,688.535256,1196.62667,3964.140978,1183.043189,1720.10339,1214.034389,2090.679577,1247.6567009999999,2221.021608
MIMAT0005955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.615193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.537203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314354,0.0,0.0,0.0
MIMAT0006764,0.0,0.312442,0.0,6.13063,0.834822,1.588389,1.870324,0.0,0.0,0.0,0.623254,1.9287840000000003,0.9630240000000001,0.48132,3.8003080000000002,14.572244999999999,0.0,0.0,1.409296,2.992338,0.0,0.0,2.477568,0.0,0.0,0.699913,0.0,1.911,0.31406,1.536228,0.620022,3.3215450000000004,0.0,2.536118,1.646187,0.306071,0.0,1.074406,0.370217,0.0,0.643009,0.612637,0.86298,0.0,1.493722,0.0,0.331533,0.632845,0.0,0.0,0.0,2.41531,0.628708,0.292158,1.441336,2.971266
MIMAT0006789,0.0,6.561292,1.364097,3.3439799999999997,3.339288,1.058926,3.740648,24.227897,2.461654,10.175805,4.362779,3.857568,2.247054,3.850558,1.085802,3.643061,7.82175,3.063544,2.113944,3.324818,3.351476,3.879096,0.825856,2.951593,1.145271,0.699913,1.749087,3.0576,1.884362,3.072456,5.580198,1.328618,1.758506,5.072235,5.4872879999999995,23.873551,4.694532,8.595252,15.178882999999999,1.968227,5.144075,3.063186,2.588939,2.33095,4.481163,8.608873,2.320734,2.53138,22.242131,4.093495,15.316184,1.610207,6.287076000000001,5.404915999999999,4.86451,2.971266
MIMAT0006790,2.994933,23.120742,34.102433999999995,23.407861,22.540197,13.766039,66.084787,24.227896,60.310513,19.503625,28.669688999999998,23.145409,36.915874,43.800095999999996,19.00154,14.572246,106.89726399999999,33.188393999999995,23.253389,42.890159,38.206826,23.274577999999998,83.41144700000001,33.943329,145.735658,20.297477,9.619976,18.727801,35.174773,6.528969,17.980638000000003,53.144706,25.498338,57.062644,3.841101,26.628189999999996,24.411564,19.876519000000002,24.434301,58.062694,25.720378999999998,92.508241,101.831589,2.996935,33.608726,28.696244,34.811011,6.328449,23.131817,16.373981,19.013194,44.683239,58.784161999999995,28.777521,11.350522999999999,22.284496999999998
MIMAT0007399,0.0,0.0,0.0,0.0,0.0,0.529463,0.0,3.230386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286318,0.0,0.0,0.3822,0.0,0.0,0.0,0.0,0.0,0.0,0.548729,0.0,0.0,0.537203,0.370217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
